input,output,category_name,operations
big,GRAND,translate_eng_fr_upper,translate_eng_fr+uppercase
small,PETIT,translate_eng_fr_upper,translate_eng_fr+uppercase
hot,CHAUD,translate_eng_fr_upper,translate_eng_fr+uppercase
cold,FROID,translate_eng_fr_upper,translate_eng_fr+uppercase
new,NOUVEAU,translate_eng_fr_upper,translate_eng_fr+uppercase
old,VIEUX,translate_eng_fr_upper,translate_eng_fr+uppercase
good,BON,translate_eng_fr_upper,translate_eng_fr+uppercase
bad,MAUVAIS,translate_eng_fr_upper,translate_eng_fr+uppercase
happy,HEUREUX,translate_eng_fr_upper,translate_eng_fr+uppercase
sad,TRISTE,translate_eng_fr_upper,translate_eng_fr+uppercase
fast,RAPIDE,translate_eng_fr_upper,translate_eng_fr+uppercase
slow,LENT,translate_eng_fr_upper,translate_eng_fr+uppercase
strong,FORT,translate_eng_fr_upper,translate_eng_fr+uppercase
weak,FAIBLE,translate_eng_fr_upper,translate_eng_fr+uppercase
beautiful,BEAU,translate_eng_fr_upper,translate_eng_fr+uppercase
ugly,LAID,translate_eng_fr_upper,translate_eng_fr+uppercase
young,JEUNE,translate_eng_fr_upper,translate_eng_fr+uppercase
rich,RICHE,translate_eng_fr_upper,translate_eng_fr+uppercase
poor,PAUVRE,translate_eng_fr_upper,translate_eng_fr+uppercase
clean,PROPRE,translate_eng_fr_upper,translate_eng_fr+uppercase
dirty,SALE,translate_eng_fr_upper,translate_eng_fr+uppercase
easy,FACILE,translate_eng_fr_upper,translate_eng_fr+uppercase
difficult,DIFFICILE,translate_eng_fr_upper,translate_eng_fr+uppercase
long,LONG,translate_eng_fr_upper,translate_eng_fr+uppercase
short,COURT,translate_eng_fr_upper,translate_eng_fr+uppercase
high,HAUT,translate_eng_fr_upper,translate_eng_fr+uppercase
low,BAS,translate_eng_fr_upper,translate_eng_fr+uppercase
wide,LARGE,translate_eng_fr_upper,translate_eng_fr+uppercase
narrow,ÉTROIT,translate_eng_fr_upper,translate_eng_fr+uppercase
heavy,LOURD,translate_eng_fr_upper,translate_eng_fr+uppercase
light,LÉGER,translate_eng_fr_upper,translate_eng_fr+uppercase
full,PLEIN,translate_eng_fr_upper,translate_eng_fr+uppercase
empty,VIDE,translate_eng_fr_upper,translate_eng_fr+uppercase
right,DROIT,translate_eng_fr_upper,translate_eng_fr+uppercase
left,GAUCHE,translate_eng_fr_upper,translate_eng_fr+uppercase
up,HAUT,translate_eng_fr_upper,translate_eng_fr+uppercase
down,BAS,translate_eng_fr_upper,translate_eng_fr+uppercase
inside,DEDANS,translate_eng_fr_upper,translate_eng_fr+uppercase
outside,DEHORS,translate_eng_fr_upper,translate_eng_fr+uppercase
front,DEVANT,translate_eng_fr_upper,translate_eng_fr+uppercase
back,DERRIÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
near,PRÈS,translate_eng_fr_upper,translate_eng_fr+uppercase
far,LOIN,translate_eng_fr_upper,translate_eng_fr+uppercase
first,PREMIER,translate_eng_fr_upper,translate_eng_fr+uppercase
last,DERNIER,translate_eng_fr_upper,translate_eng_fr+uppercase
open,OUVERT,translate_eng_fr_upper,translate_eng_fr+uppercase
closed,FERMÉ,translate_eng_fr_upper,translate_eng_fr+uppercase
one,UN,translate_eng_fr_upper,translate_eng_fr+uppercase
two,DEUX,translate_eng_fr_upper,translate_eng_fr+uppercase
three,TROIS,translate_eng_fr_upper,translate_eng_fr+uppercase
four,QUATRE,translate_eng_fr_upper,translate_eng_fr+uppercase
five,CINQ,translate_eng_fr_upper,translate_eng_fr+uppercase
six,SIX,translate_eng_fr_upper,translate_eng_fr+uppercase
seven,SEPT,translate_eng_fr_upper,translate_eng_fr+uppercase
eight,HUIT,translate_eng_fr_upper,translate_eng_fr+uppercase
nine,NEUF,translate_eng_fr_upper,translate_eng_fr+uppercase
ten,DIX,translate_eng_fr_upper,translate_eng_fr+uppercase
hundred,CENT,translate_eng_fr_upper,translate_eng_fr+uppercase
thousand,MILLE,translate_eng_fr_upper,translate_eng_fr+uppercase
brother,FRÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
sister,SŒUR,translate_eng_fr_upper,translate_eng_fr+uppercase
father,PÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
mother,MÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
son,FILS,translate_eng_fr_upper,translate_eng_fr+uppercase
daughter,FILLE,translate_eng_fr_upper,translate_eng_fr+uppercase
husband,MARI,translate_eng_fr_upper,translate_eng_fr+uppercase
wife,FEMME,translate_eng_fr_upper,translate_eng_fr+uppercase
grandfather,GRAND-PÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
grandmother,GRAND-MÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
uncle,ONCLE,translate_eng_fr_upper,translate_eng_fr+uppercase
aunt,TANTE,translate_eng_fr_upper,translate_eng_fr+uppercase
cousin,COUSIN,translate_eng_fr_upper,translate_eng_fr+uppercase
king,ROI,translate_eng_fr_upper,translate_eng_fr+uppercase
queen,REINE,translate_eng_fr_upper,translate_eng_fr+uppercase
prince,PRINCE,translate_eng_fr_upper,translate_eng_fr+uppercase
princess,PRINCESSE,translate_eng_fr_upper,translate_eng_fr+uppercase
man,HOMME,translate_eng_fr_upper,translate_eng_fr+uppercase
woman,FEMME,translate_eng_fr_upper,translate_eng_fr+uppercase
boy,GARÇON,translate_eng_fr_upper,translate_eng_fr+uppercase
girl,FILLE,translate_eng_fr_upper,translate_eng_fr+uppercase
baby,BÉBÉ,translate_eng_fr_upper,translate_eng_fr+uppercase
doctor,MÉDECIN,translate_eng_fr_upper,translate_eng_fr+uppercase
nurse,INFIRMIÈRE,translate_eng_fr_upper,translate_eng_fr+uppercase
lawyer,AVOCAT,translate_eng_fr_upper,translate_eng_fr+uppercase
police,POLICE,translate_eng_fr_upper,translate_eng_fr+uppercase
soldier,SOLDAT,translate_eng_fr_upper,translate_eng_fr+uppercase
farmer,FERMIER,translate_eng_fr_upper,translate_eng_fr+uppercase
worker,OUVRIER,translate_eng_fr_upper,translate_eng_fr+uppercase
artist,ARTISTE,translate_eng_fr_upper,translate_eng_fr+uppercase
musician,MUSICIEN,translate_eng_fr_upper,translate_eng_fr+uppercase
hello,bonjour,translate_eng_fr_lower,translate_eng_fr+lowercase
goodbye,au revoir,translate_eng_fr_lower,translate_eng_fr+lowercase
thank you,merci,translate_eng_fr_lower,translate_eng_fr+lowercase
please,s'il vous plaît,translate_eng_fr_lower,translate_eng_fr+lowercase
yes,oui,translate_eng_fr_lower,translate_eng_fr+lowercase
no,non,translate_eng_fr_lower,translate_eng_fr+lowercase
water,eau,translate_eng_fr_lower,translate_eng_fr+lowercase
house,maison,translate_eng_fr_lower,translate_eng_fr+lowercase
cat,chat,translate_eng_fr_lower,translate_eng_fr+lowercase
dog,chien,translate_eng_fr_lower,translate_eng_fr+lowercase
good morning,bonjour,translate_eng_fr_lower,translate_eng_fr+lowercase
good evening,bonsoir,translate_eng_fr_lower,translate_eng_fr+lowercase
good night,bonne nuit,translate_eng_fr_lower,translate_eng_fr+lowercase
how are you,comment allez-vous,translate_eng_fr_lower,translate_eng_fr+lowercase
I love you,je t'aime,translate_eng_fr_lower,translate_eng_fr+lowercase
friend,ami,translate_eng_fr_lower,translate_eng_fr+lowercase
family,famille,translate_eng_fr_lower,translate_eng_fr+lowercase
food,nourriture,translate_eng_fr_lower,translate_eng_fr+lowercase
book,livre,translate_eng_fr_lower,translate_eng_fr+lowercase
car,voiture,translate_eng_fr_lower,translate_eng_fr+lowercase
tree,arbre,translate_eng_fr_lower,translate_eng_fr+lowercase
flower,fleur,translate_eng_fr_lower,translate_eng_fr+lowercase
sun,soleil,translate_eng_fr_lower,translate_eng_fr+lowercase
moon,lune,translate_eng_fr_lower,translate_eng_fr+lowercase
star,étoile,translate_eng_fr_lower,translate_eng_fr+lowercase
bread,pain,translate_eng_fr_lower,translate_eng_fr+lowercase
cheese,fromage,translate_eng_fr_lower,translate_eng_fr+lowercase
wine,vin,translate_eng_fr_lower,translate_eng_fr+lowercase
coffee,café,translate_eng_fr_lower,translate_eng_fr+lowercase
tea,thé,translate_eng_fr_lower,translate_eng_fr+lowercase
milk,lait,translate_eng_fr_lower,translate_eng_fr+lowercase
sugar,sucre,translate_eng_fr_lower,translate_eng_fr+lowercase
salt,sel,translate_eng_fr_lower,translate_eng_fr+lowercase
pepper,poivre,translate_eng_fr_lower,translate_eng_fr+lowercase
chair,chaise,translate_eng_fr_lower,translate_eng_fr+lowercase
door,porte,translate_eng_fr_lower,translate_eng_fr+lowercase
window,fenêtre,translate_eng_fr_lower,translate_eng_fr+lowercase
street,rue,translate_eng_fr_lower,translate_eng_fr+lowercase
city,ville,translate_eng_fr_lower,translate_eng_fr+lowercase
country,pays,translate_eng_fr_lower,translate_eng_fr+lowercase
world,monde,translate_eng_fr_lower,translate_eng_fr+lowercase
time,temps,translate_eng_fr_lower,translate_eng_fr+lowercase
day,jour,translate_eng_fr_lower,translate_eng_fr+lowercase
night,nuit,translate_eng_fr_lower,translate_eng_fr+lowercase
week,semaine,translate_eng_fr_lower,translate_eng_fr+lowercase
month,mois,translate_eng_fr_lower,translate_eng_fr+lowercase
year,an,translate_eng_fr_lower,translate_eng_fr+lowercase
today,aujourd'hui,translate_eng_fr_lower,translate_eng_fr+lowercase
tomorrow,demain,translate_eng_fr_lower,translate_eng_fr+lowercase
yesterday,hier,translate_eng_fr_lower,translate_eng_fr+lowercase
school,école,translate_eng_fr_lower,translate_eng_fr+lowercase
student,étudiant,translate_eng_fr_lower,translate_eng_fr+lowercase
teacher,professeur,translate_eng_fr_lower,translate_eng_fr+lowercase
horse,cheval,translate_eng_fr_lower,translate_eng_fr+lowercase
letter,lettre,translate_eng_fr_lower,translate_eng_fr+lowercase
word,mot,translate_eng_fr_lower,translate_eng_fr+lowercase
sentence,phrase,translate_eng_fr_lower,translate_eng_fr+lowercase
music,musique,translate_eng_fr_lower,translate_eng_fr+lowercase
song,chanson,translate_eng_fr_lower,translate_eng_fr+lowercase
game,jeu,translate_eng_fr_lower,translate_eng_fr+lowercase
ball,balle,translate_eng_fr_lower,translate_eng_fr+lowercase
hand,main,translate_eng_fr_lower,translate_eng_fr+lowercase
head,tête,translate_eng_fr_lower,translate_eng_fr+lowercase
eye,œil,translate_eng_fr_lower,translate_eng_fr+lowercase
ear,oreille,translate_eng_fr_lower,translate_eng_fr+lowercase
nose,nez,translate_eng_fr_lower,translate_eng_fr+lowercase
mouth,bouche,translate_eng_fr_lower,translate_eng_fr+lowercase
heart,cœur,translate_eng_fr_lower,translate_eng_fr+lowercase
brain,cerveau,translate_eng_fr_lower,translate_eng_fr+lowercase
body,corps,translate_eng_fr_lower,translate_eng_fr+lowercase
red,rouge,translate_eng_fr_lower,translate_eng_fr+lowercase
blue,bleu,translate_eng_fr_lower,translate_eng_fr+lowercase
green,vert,translate_eng_fr_lower,translate_eng_fr+lowercase
yellow,jaune,translate_eng_fr_lower,translate_eng_fr+lowercase
black,noir,translate_eng_fr_lower,translate_eng_fr+lowercase
white,blanc,translate_eng_fr_lower,translate_eng_fr+lowercase
purple,violet,translate_eng_fr_lower,translate_eng_fr+lowercase
pink,rose,translate_eng_fr_lower,translate_eng_fr+lowercase
gray,gris,translate_eng_fr_lower,translate_eng_fr+lowercase
brown,marron,translate_eng_fr_lower,translate_eng_fr+lowercase
big,grand,translate_eng_fr_lower,translate_eng_fr+lowercase
small,petit,translate_eng_fr_lower,translate_eng_fr+lowercase
hot,chaud,translate_eng_fr_lower,translate_eng_fr+lowercase
cold,froid,translate_eng_fr_lower,translate_eng_fr+lowercase
new,nouveau,translate_eng_fr_lower,translate_eng_fr+lowercase
old,vieux,translate_eng_fr_lower,translate_eng_fr+lowercase
good,bon,translate_eng_fr_lower,translate_eng_fr+lowercase
bad,mauvais,translate_eng_fr_lower,translate_eng_fr+lowercase
happy,heureux,translate_eng_fr_lower,translate_eng_fr+lowercase
sad,triste,translate_eng_fr_lower,translate_eng_fr+lowercase
fast,rapide,translate_eng_fr_lower,translate_eng_fr+lowercase
slow,lent,translate_eng_fr_lower,translate_eng_fr+lowercase
strong,fort,translate_eng_fr_lower,translate_eng_fr+lowercase
weak,faible,translate_eng_fr_lower,translate_eng_fr+lowercase
beautiful,beau,translate_eng_fr_lower,translate_eng_fr+lowercase
ugly,laid,translate_eng_fr_lower,translate_eng_fr+lowercase
young,jeune,translate_eng_fr_lower,translate_eng_fr+lowercase
rich,riche,translate_eng_fr_lower,translate_eng_fr+lowercase
poor,pauvre,translate_eng_fr_lower,translate_eng_fr+lowercase
clean,propre,translate_eng_fr_lower,translate_eng_fr+lowercase
dirty,sale,translate_eng_fr_lower,translate_eng_fr+lowercase
easy,facile,translate_eng_fr_lower,translate_eng_fr+lowercase
difficult,difficile,translate_eng_fr_lower,translate_eng_fr+lowercase
short,court,translate_eng_fr_lower,translate_eng_fr+lowercase
high,haut,translate_eng_fr_lower,translate_eng_fr+lowercase
low,bas,translate_eng_fr_lower,translate_eng_fr+lowercase
wide,large,translate_eng_fr_lower,translate_eng_fr+lowercase
narrow,étroit,translate_eng_fr_lower,translate_eng_fr+lowercase
heavy,lourd,translate_eng_fr_lower,translate_eng_fr+lowercase
light,léger,translate_eng_fr_lower,translate_eng_fr+lowercase
full,plein,translate_eng_fr_lower,translate_eng_fr+lowercase
empty,vide,translate_eng_fr_lower,translate_eng_fr+lowercase
right,droit,translate_eng_fr_lower,translate_eng_fr+lowercase
left,gauche,translate_eng_fr_lower,translate_eng_fr+lowercase
up,haut,translate_eng_fr_lower,translate_eng_fr+lowercase
down,bas,translate_eng_fr_lower,translate_eng_fr+lowercase
inside,dedans,translate_eng_fr_lower,translate_eng_fr+lowercase
outside,dehors,translate_eng_fr_lower,translate_eng_fr+lowercase
front,devant,translate_eng_fr_lower,translate_eng_fr+lowercase
back,derrière,translate_eng_fr_lower,translate_eng_fr+lowercase
near,près,translate_eng_fr_lower,translate_eng_fr+lowercase
far,loin,translate_eng_fr_lower,translate_eng_fr+lowercase
first,premier,translate_eng_fr_lower,translate_eng_fr+lowercase
last,dernier,translate_eng_fr_lower,translate_eng_fr+lowercase
open,ouvert,translate_eng_fr_lower,translate_eng_fr+lowercase
closed,fermé,translate_eng_fr_lower,translate_eng_fr+lowercase
one,un,translate_eng_fr_lower,translate_eng_fr+lowercase
two,deux,translate_eng_fr_lower,translate_eng_fr+lowercase
three,trois,translate_eng_fr_lower,translate_eng_fr+lowercase
four,quatre,translate_eng_fr_lower,translate_eng_fr+lowercase
five,cinq,translate_eng_fr_lower,translate_eng_fr+lowercase
seven,sept,translate_eng_fr_lower,translate_eng_fr+lowercase
eight,huit,translate_eng_fr_lower,translate_eng_fr+lowercase
nine,neuf,translate_eng_fr_lower,translate_eng_fr+lowercase
ten,dix,translate_eng_fr_lower,translate_eng_fr+lowercase
hundred,cent,translate_eng_fr_lower,translate_eng_fr+lowercase
thousand,mille,translate_eng_fr_lower,translate_eng_fr+lowercase
brother,frère,translate_eng_fr_lower,translate_eng_fr+lowercase
sister,sœur,translate_eng_fr_lower,translate_eng_fr+lowercase
father,père,translate_eng_fr_lower,translate_eng_fr+lowercase
mother,mère,translate_eng_fr_lower,translate_eng_fr+lowercase
son,fils,translate_eng_fr_lower,translate_eng_fr+lowercase
daughter,fille,translate_eng_fr_lower,translate_eng_fr+lowercase
husband,mari,translate_eng_fr_lower,translate_eng_fr+lowercase
wife,femme,translate_eng_fr_lower,translate_eng_fr+lowercase
grandfather,grand-père,translate_eng_fr_lower,translate_eng_fr+lowercase
grandmother,grand-mère,translate_eng_fr_lower,translate_eng_fr+lowercase
uncle,oncle,translate_eng_fr_lower,translate_eng_fr+lowercase
aunt,tante,translate_eng_fr_lower,translate_eng_fr+lowercase
king,roi,translate_eng_fr_lower,translate_eng_fr+lowercase
queen,reine,translate_eng_fr_lower,translate_eng_fr+lowercase
princess,princesse,translate_eng_fr_lower,translate_eng_fr+lowercase
man,homme,translate_eng_fr_lower,translate_eng_fr+lowercase
woman,femme,translate_eng_fr_lower,translate_eng_fr+lowercase
boy,garçon,translate_eng_fr_lower,translate_eng_fr+lowercase
girl,fille,translate_eng_fr_lower,translate_eng_fr+lowercase
baby,bébé,translate_eng_fr_lower,translate_eng_fr+lowercase
doctor,médecin,translate_eng_fr_lower,translate_eng_fr+lowercase
nurse,infirmière,translate_eng_fr_lower,translate_eng_fr+lowercase
lawyer,avocat,translate_eng_fr_lower,translate_eng_fr+lowercase
